// W_1(k',q) for Xe_5p
// k'[keV]	q[keV]	W_1
0.174753	10.7227	0.00189506
0.174753	11.4976	0.00130976
0.174753	12.3285	0.000865393
0.174753	13.2194	0.000539024
0.174753	14.1747	0.000312241
0.174753	15.1991	0.000167865
0.174753	16.2975	8.7414e-05
0.174753	17.4753	5.11347e-05
0.174753	18.7382	4.01998e-05
0.174753	20.0923	3.94951e-05
0.174753	21.5443	3.94057e-05
0.174753	23.1013	3.58423e-05
0.174753	24.7708	2.87735e-05
0.174753	26.5609	2.01603e-05
0.174753	28.4804	1.21822e-05
0.174753	30.5386	6.22922e-06
0.174753	32.7455	2.66345e-06
0.174753	35.1119	1.07811e-06
0.174753	37.6494	7.29585e-07
0.174753	40.3702	9.05365e-07
0.174753	43.2876	1.12375e-06
0.174753	46.4159	1.169e-06
0.174753	49.7702	1.02346e-06
0.174753	53.367	7.67445e-07
0.174753	57.2237	4.96474e-07
0.174753	61.3591	2.76093e-07
0.174753	65.7933	1.31138e-07
0.174753	70.548	5.5554e-08
0.174753	75.6463	2.84617e-08
0.174753	81.1131	2.73484e-08
0.174753	86.9749	3.51794e-08
0.174753	93.2603	4.21795e-08
0.174753	100	4.45435e-08
0.174753	107.227	4.21498e-08
0.174753	114.976	3.65149e-08
0.174753	123.285	2.94469e-08
0.174753	132.194	2.23782e-08
0.174753	141.747	1.61741e-08
0.174753	151.991	1.11974e-08
0.174753	162.975	7.46808e-09
0.174753	174.753	4.82086e-09
0.174753	187.382	3.02389e-09
0.174753	200.923	1.8491e-09
0.174753	215.443	1.10543e-09
0.174753	231.013	6.47629e-10
0.174753	247.708	3.72619e-10
0.174753	265.609	2.10944e-10
0.174753	284.804	1.17696e-10
0.174753	305.386	6.48215e-11
0.174753	327.455	3.52889e-11
0.174753	351.119	1.90135e-11
0.174753	376.494	1.01504e-11
0.174753	403.702	5.37455e-12
0.174753	432.876	2.82508e-12
0.174753	464.159	1.47538e-12
0.174753	497.702	7.66079e-13
0.174753	533.67	3.95752e-13
0.174753	572.237	2.03519e-13
0.174753	613.591	1.04242e-13
0.174753	657.933	5.3204e-14
0.174753	705.48	2.70698e-14
0.174753	756.463	1.3735e-14
0.174753	811.131	6.95212e-15
0.174753	869.749	3.5114e-15
0.174753	932.603	1.77024e-15
0.174753	1000	8.90989e-16
0.187382	1	7.64148e-05
0.187382	1.07227	8.80382e-05
0.187382	1.14976	0.000101497
0.187382	1.23285	0.000117118
0.187382	1.32194	0.000135311
0.187382	1.41747	0.000156595
0.187382	1.51991	0.000181651
0.187382	1.62975	0.000211401
0.187382	1.74753	0.000247127
0.187382	1.87382	0.000290667
0.187382	2.00923	0.000344742
0.187382	2.15443	0.000413427
0.187382	2.31013	0.000504009
0.187382	2.47708	0.000624645
0.187382	2.65609	0.000790237
0.187382	2.84804	0.00102152
0.187382	3.05386	0.00134722
0.187382	3.27455	0.00180427
0.187382	3.51119	0.00243501
0.187382	3.76494	0.00327923
0.187382	4.03702	0.00435977
0.187382	4.32876	0.00566231
0.187382	4.64159	0.007116
0.187382	4.97702	0.00858501
0.187382	5.3367	0.00988248
0.187382	5.72237	0.0108104
0.187382	6.13591	0.0112146
0.187382	6.57933	0.0109254
0.187382	7.0548	0.00986103
0.187382	7.56463	0.00845663
0.187382	8.11131	0.00692254
0.187382	8.69749	0.00544147
0.187382	9.32603	0.00413256
0.187382	10	0.00304565
0.187382	10.7227	0.00217911
0.187382	11.4976	0.00150609
0.187382	12.3285	0.000995116
0.187382	13.2194	0.000619828
0.187382	14.1747	0.00035905
0.187382	15.1991	0.00019303
0.187382	16.2975	0.000100516
0.187382	17.4753	5.87959e-05
0.187382	18.7382	4.62202e-05
0.187382	20.0923	4.54093e-05
0.187382	21.5443	4.53069e-05
0.187382	23.1013	4.12104e-05
0.187382	24.7708	3.30833e-05
0.187382	26.5609	2.31802e-05
0.187382	28.4804	1.40071e-05
0.187382	30.5386	7.16247e-06
0.187382	32.7455	3.0625e-06
0.187382	35.1119	1.23963e-06
0.187382	37.6494	8.38854e-07
0.187382	40.3702	1.04094e-06
0.187382	43.2876	1.29204e-06
0.187382	46.4159	1.34407e-06
0.187382	49.7702	1.17674e-06
0.187382	53.367	8.82385e-07
0.187382	57.2237	5.70833e-07
0.187382	61.3591	3.17446e-07
0.187382	65.7933	1.5078e-07
0.187382	70.548	6.3875e-08
0.187382	75.6463	3.27245e-08
0.187382	81.1131	3.1444e-08
0.187382	86.9749	4.04476e-08
0.187382	93.2603	4.8496e-08
0.187382	100	5.12142e-08
0.187382	107.227	4.8462e-08
0.187382	114.976	4.19833e-08
0.187382	123.285	3.38568e-08
0.187382	132.194	2.57295e-08
0.187382	141.747	1.85962e-08
0.187382	151.991	1.28743e-08
0.187382	162.975	8.58649e-09
0.187382	174.753	5.54283e-09
0.187382	187.382	3.47674e-09
0.187382	200.923	2.12602e-09
0.187382	215.443	1.27098e-09
0.187382	231.013	7.44617e-10
0.187382	247.708	4.28422e-10
0.187382	265.609	2.42534e-10
0.187382	284.804	1.35322e-10
0.187382	305.386	7.4529e-11
0.187382	327.455	4.05737e-11
0.187382	351.119	2.18609e-11
0.187382	376.494	1.16705e-11
0.187382	403.702	6.17942e-12
0.187382	432.876	3.24816e-12
0.187382	464.159	1.69633e-12
0.187382	497.702	8.80805e-13
0.187382	533.67	4.55019e-13
0.187382	572.237	2.33998e-13
0.187382	613.591	1.19853e-13
0.187382	657.933	6.11717e-14
0.187382	705.48	3.11237e-14
0.187382	756.463	1.57919e-14
0.187382	811.131	7.99325e-15
0.187382	869.749	4.03726e-15
0.187382	932.603	2.03535e-15
0.187382	1000	1.02442e-15
0.200923	1	8.78389e-05
0.200923	1.07227	0.0001012
0.200923	1.14976	0.00011667
0.200923	1.23285	0.000134626
0.200923	1.32194	0.000155537
0.200923	1.41747	0.000180001
0.200923	1.51991	0.0002088
0.200923	1.62975	0.000242993
0.200923	1.74753	0.000284053
0.200923	1.87382	0.000334093
0.200923	2.00923	0.000396236
0.200923	2.15443	0.000475164
0.200923	2.31013	0.000579249
0.200923	2.47708	0.000717864
0.200923	2.65609	0.000908131
0.200923	2.84804	0.00117387
0.200923	3.05386	0.00154812
0.200923	3.27455	0.00207332
0.200923	3.51119	0.00279816
0.200923	3.76494	0.00376843
0.200923	4.03702	0.00501043
0.200923	4.32876	0.00650779
0.200923	4.64159	0.00817913
0.200923	4.97702	0.00986832
0.200923	5.3367	0.0113605
0.200923	5.72237	0.012428
0.200923	6.13591	0.0128934
0.200923	6.57933	0.0125618
0.200923	7.0548	0.0113384
0.200923	7.56463	0.00972386
0.200923	8.11131	0.00796006
0.200923	8.69749	0.0062571
0.200923	9.32603	0.00475204
0.200923	10	0.00350221
0.200923	10.7227	0.00250579
0.200923	11.4976	0.00173187
0.200923	12.3285	0.00114431
0.200923	13.2194	0.000712759
0.200923	14.1747	0.000412884
0.200923	15.1991	0.000221971
0.200923	16.2975	0.000115584
0.200923	17.4753	6.76056e-05
0.200923	18.7382	5.31422e-05
0.200923	20.0923	5.2209e-05
0.200923	21.5443	5.20918e-05
0.200923	23.1013	4.73825e-05
0.200923	24.7708	3.80388e-05
0.200923	26.5609	2.66526e-05
0.200923	28.4804	1.61056e-05
0.200923	30.5386	8.23558e-06
0.200923	32.7455	3.52137e-06
0.200923	35.1119	1.42536e-06
0.200923	37.6494	9.64488e-07
0.200923	40.3702	1.19682e-06
0.200923	43.2876	1.48553e-06
0.200923	46.4159	1.54536e-06
0.200923	49.7702	1.35298e-06
0.200923	53.367	1.01454e-06
0.200923	57.2237	6.56329e-07
0.200923	61.3591	3.64992e-07
0.200923	65.7933	1.73364e-07
0.200923	70.548	7.34425e-08
0.200923	75.6463	3.76257e-08
0.200923	81.1131	3.61529e-08
0.200923	86.9749	4.65048e-08
0.200923	93.2603	5.57585e-08
0.200923	100	5.88838e-08
0.200923	107.227	5.57195e-08
0.200923	114.976	4.82706e-08
0.200923	123.285	3.89271e-08
0.200923	132.194	2.95827e-08
0.200923	141.747	2.13812e-08
0.200923	151.991	1.48024e-08
0.200923	162.975	9.87239e-09
0.200923	174.753	6.37291e-09
0.200923	187.382	3.99741e-09
0.200923	200.923	2.44441e-09
0.200923	215.443	1.46132e-09
0.200923	231.013	8.56129e-10
0.200923	247.708	4.92581e-10
0.200923	265.609	2.78855e-10
0.200923	284.804	1.55587e-10
0.200923	305.386	8.56902e-11
0.200923	327.455	4.66499e-11
0.200923	351.119	2.51347e-11
0.200923	376.494	1.34182e-11
0.200923	403.702	7.10484e-12
0.200923	432.876	3.73459e-12
0.200923	464.159	1.95036e-12
0.200923	497.702	1.01271e-12
0.200923	533.67	5.23161e-13
0.200923	572.237	2.6904e-13
0.200923	613.591	1.37802e-13
0.200923	657.933	7.03326e-14
0.200923	705.48	3.57847e-14
0.200923	756.463	1.81568e-14
0.200923	811.131	9.19029e-15
0.200923	869.749	4.64187e-15
0.200923	932.603	2.34015e-15
0.200923	1000	1.17784e-15
0.215443	1	0.000100967
0.215443	1.07227	0.000116325
0.215443	1.14976	0.000134107
0.215443	1.23285	0.000154745
0.215443	1.32194	0.00017878
0.215443	1.41747	0.000206898
0.215443	1.51991	0.000239998
0.215443	1.62975	0.000279295
0.215443	1.74753	0.000326483
0.215443	1.87382	0.000383988
0.215443	2.00923	0.000455397
0.215443	2.15443	0.000546089
0.215443	2.31013	0.000665681
0.215443	2.47708	0.000824938
0.215443	2.65609	0.00104353
0.215443	2.84804	0.00134885
0.215443	3.05386	0.00177883
0.215443	3.27455	0.00238228
0.215443	3.51119	0.00321521
0.215443	3.76494	0.00433028
0.215443	4.03702	0.00575781
0.215443	4.32876	0.00747909
0.215443	4.64159	0.00940065
0.215443	4.97702	0.0113431
0.215443	5.3367	0.0130593
0.215443	5.72237	0.0142874
0.215443	6.13591	0.0148234
0.215443	6.57933	0.0144432
0.215443	7.0548	0.0130371
0.215443	7.56463	0.0111811
0.215443	8.11131	0.00915321
0.215443	8.69749	0.00719511
0.215443	9.32603	0.00546447
0.215443	10	0.0040273
0.215443	10.7227	0.0028815
0.215443	11.4976	0.00199155
0.215443	12.3285	0.00131589
0.215443	13.2194	0.000819641
0.215443	14.1747	0.000474801
0.215443	15.1991	0.000255258
0.215443	16.2975	0.000132913
0.215443	17.4753	7.77361e-05
0.215443	18.7382	6.1101e-05
0.215443	20.0923	6.00268e-05
0.215443	21.5443	5.98928e-05
0.215443	23.1013	5.44792e-05
0.215443	24.7708	4.37367e-05
0.215443	26.5609	3.06454e-05
0.215443	28.4804	1.85185e-05
0.215443	30.5386	9.46956e-06
0.215443	32.7455	4.04904e-06
0.215443	35.1119	1.63893e-06
0.215443	37.6494	1.10894e-06
0.215443	40.3702	1.37604e-06
0.215443	43.2876	1.70799e-06
0.215443	46.4159	1.77679e-06
0.215443	49.7702	1.55561e-06
0.215443	53.367	1.16649e-06
0.215443	57.2237	7.54634e-07
0.215443	61.3591	4.19662e-07
0.215443	65.7933	1.99332e-07
0.215443	70.548	8.44435e-08
0.215443	75.6463	4.32612e-08
0.215443	81.1131	4.15671e-08
0.215443	86.9749	5.3469e-08
0.215443	93.2603	6.41085e-08
0.215443	100	6.77019e-08
0.215443	107.227	6.40638e-08
0.215443	114.976	5.54994e-08
0.215443	123.285	4.47567e-08
0.215443	132.194	3.4013e-08
0.215443	141.747	2.45832e-08
0.215443	151.991	1.70192e-08
0.215443	162.975	1.13509e-08
0.215443	174.753	7.32731e-09
0.215443	187.382	4.59606e-09
0.215443	200.923	2.81048e-09
0.215443	215.443	1.68016e-09
0.215443	231.013	9.84341e-10
0.215443	247.708	5.66349e-10
0.215443	265.609	3.20616e-10
0.215443	284.804	1.78888e-10
0.215443	305.386	9.8523e-11
0.215443	327.455	5.36361e-11
0.215443	351.119	2.88989e-11
0.215443	376.494	1.54277e-11
0.215443	403.702	8.16884e-12
0.215443	432.876	4.29388e-12
0.215443	464.159	2.24245e-12
0.215443	497.702	1.16437e-12
0.215443	533.67	6.01509e-13
0.215443	572.237	3.09331e-13
0.215443	613.591	1.58439e-13
0.215443	657.933	8.08654e-14
0.215443	705.48	4.11437e-14
0.215443	756.463	2.0876e-14
0.215443	811.131	1.05666e-14
0.215443	869.749	5.33702e-15
0.215443	932.603	2.69061e-15
0.215443	1000	1.35422e-15
0.231013	1	0.000116054
0.231013	1.07227	0.000133705
0.231013	1.14976	0.000154143
0.231013	1.23285	0.000177864
0.231013	1.32194	0.000205488
0.231013	1.41747	0.000237804
0.231013	1.51991	0.000275845
0.231013	1.62975	0.000321006
0.231013	1.74753	0.000375233
0.231013	1.87382	0.000441311
0.231013	2.00923	0.000523361
0.231013	2.15443	0.000627561
0.231013	2.31013	0.000764955
0.231013	2.47708	0.00094791
0.231013	2.65609	0.00119903
0.231013	2.84804	0.00154976
0.231013	3.05386	0.00204373
0.231013	3.27455	0.00273704
0.231013	3.51119	0.00369407
0.231013	3.76494	0.00497547
0.231013	4.03702	0.00661617
0.231013	4.32876	0.00859479
0.231013	4.64159	0.010804
0.231013	4.97702	0.0130377
0.231013	5.3367	0.0150116
0.231013	5.72237	0.0164247
0.231013	6.13591	0.0170421
0.231013	6.57933	0.0166064
0.231013	7.0548	0.0149906
0.231013	7.56463	0.0128569
0.231013	8.11131	0.0105254
0.231013	8.69749	0.0082739
0.231013	9.32603	0.00628386
0.231013	10	0.00463122
0.231013	10.7227	0.00331361
0.231013	11.4976	0.00229022
0.231013	12.3285	0.00151325
0.231013	13.2194	0.000942576
0.231013	14.1747	0.000546018
0.231013	15.1991	0.000293544
0.231013	16.2975	0.000152844
0.231013	17.4753	8.93856e-05
0.231013	18.7382	7.02517e-05
0.231013	20.0923	6.90151e-05
0.231013	21.5443	6.8862e-05
0.231013	23.1013	6.2639e-05
0.231013	24.7708	5.02884e-05
0.231013	26.5609	3.52365e-05
0.231013	28.4804	2.12932e-05
0.231013	30.5386	1.08885e-05
0.231013	32.7455	4.65583e-06
0.231013	35.1119	1.88451e-06
0.231013	37.6494	1.27503e-06
0.231013	40.3702	1.5821e-06
0.231013	43.2876	1.96376e-06
0.231013	46.4159	2.04289e-06
0.231013	49.7702	1.78859e-06
0.231013	53.367	1.34121e-06
0.231013	57.2237	8.67664e-07
0.231013	61.3591	4.82522e-07
0.231013	65.7933	2.2919e-07
0.231013	70.548	9.70927e-08
0.231013	75.6463	4.97409e-08
0.231013	81.1131	4.77921e-08
0.231013	86.9749	6.14761e-08
0.231013	93.2603	7.3709e-08
0.231013	100	7.78406e-08
0.231013	107.227	7.36578e-08
0.231013	114.976	6.38109e-08
0.231013	123.285	5.14594e-08
0.231013	132.194	3.91067e-08
0.231013	141.747	2.82647e-08
0.231013	151.991	1.95679e-08
0.231013	162.975	1.30507e-08
0.231013	174.753	8.42463e-09
0.231013	187.382	5.28436e-09
0.231013	200.923	3.23138e-09
0.231013	215.443	1.93178e-09
0.231013	231.013	1.13175e-09
0.231013	247.708	6.51165e-10
0.231013	265.609	3.68631e-10
0.231013	284.804	2.05678e-10
0.231013	305.386	1.13278e-10
0.231013	327.455	6.16685e-11
0.231013	351.119	3.32267e-11
0.231013	376.494	1.77382e-11
0.231013	403.702	9.39219e-12
0.231013	432.876	4.93692e-12
0.231013	464.159	2.57827e-12
0.231013	497.702	1.33875e-12
0.231013	533.67	6.91589e-13
0.231013	572.237	3.55656e-13
0.231013	613.591	1.82167e-13
0.231013	657.933	9.29756e-14
0.231013	705.48	4.73053e-14
0.231013	756.463	2.40023e-14
0.231013	811.131	1.2149e-14
0.231013	869.749	6.13628e-15
0.231013	932.603	3.09355e-15
0.231013	1000	1.55703e-15
0.247708	1	0.000133389
0.247708	1.07227	0.000153676
0.247708	1.14976	0.000177165
0.247708	1.23285	0.000204428
0.247708	1.32194	0.000236175
0.247708	1.41747	0.000273313
0.247708	1.51991	0.00031703
0.247708	1.62975	0.000368926
0.247708	1.74753	0.000431236
0.247708	1.87382	0.00050716
0.247708	2.00923	0.000601428
0.247708	2.15443	0.000721134
0.247708	2.31013	0.000878963
0.247708	2.47708	0.00108911
0.247708	2.65609	0.00137755
0.247708	2.84804	0.00178041
0.247708	3.05386	0.00234782
0.247708	3.27455	0.00314427
0.247708	3.51119	0.00424381
0.247708	3.76494	0.00571622
0.247708	4.03702	0.00760181
0.247708	4.32876	0.00987618
0.247708	4.64159	0.0124161
0.247708	4.97702	0.0149847
0.247708	5.3367	0.0172553
0.247708	5.72237	0.0188813
0.247708	6.13591	0.0195926
0.247708	6.57933	0.0190937
0.247708	7.0548	0.0172368
0.247708	7.56463	0.0147842
0.247708	8.11131	0.0121035
0.247708	8.69749	0.00951465
0.247708	9.32603	0.00722628
0.247708	10	0.00532583
0.247708	10.7227	0.00381063
0.247708	11.4976	0.00263376
0.247708	12.3285	0.00174025
0.247708	13.2194	0.00108398
0.247708	14.1747	0.000627936
0.247708	15.1991	0.000337583
0.247708	16.2975	0.000175768
0.247708	17.4753	0.000102782
0.247708	18.7382	8.07729e-05
0.247708	20.0923	7.9349e-05
0.247708	21.5443	7.91743e-05
0.247708	23.1013	7.2021e-05
0.247708	24.7708	5.78217e-05
0.247708	26.5609	4.05158e-05
0.247708	28.4804	2.44838e-05
0.247708	30.5386	1.25203e-05
0.247708	32.7455	5.35362e-06
0.247708	35.1119	2.16692e-06
0.247708	37.6494	1.466e-06
0.247708	40.3702	1.819e-06
0.247708	43.2876	2.25784e-06
0.247708	46.4159	2.34884e-06
0.247708	49.7702	2.05648e-06
0.247708	53.367	1.54209e-06
0.247708	57.2237	9.97627e-07
0.247708	61.3591	5.548e-07
0.247708	65.7933	2.63523e-07
0.247708	70.548	1.11637e-07
0.247708	75.6463	5.71912e-08
0.247708	81.1131	5.49493e-08
0.247708	86.9749	7.06822e-08
0.247708	93.2603	8.4747e-08
0.247708	100	8.94976e-08
0.247708	107.227	8.46885e-08
0.247708	114.976	7.3367e-08
0.247708	123.285	5.91658e-08
0.247708	132.194	4.49632e-08
0.247708	141.747	3.24976e-08
0.247708	151.991	2.24984e-08
0.247708	162.975	1.50052e-08
0.247708	174.753	9.6863e-09
0.247708	187.382	6.07573e-09
0.247708	200.923	3.7153e-09
0.247708	215.443	2.22108e-09
0.247708	231.013	1.30124e-09
0.247708	247.708	7.48682e-10
0.247708	265.609	4.23837e-10
0.247708	284.804	2.36479e-10
0.247708	305.386	1.30242e-10
0.247708	327.455	7.09039e-11
0.247708	351.119	3.82026e-11
0.247708	376.494	2.03946e-11
0.247708	403.702	1.07987e-11
0.247708	432.876	5.67626e-12
0.247708	464.159	2.96438e-12
0.247708	497.702	1.53923e-12
0.247708	533.67	7.9516e-13
0.247708	572.237	4.08918e-13
0.247708	613.591	2.09448e-13
0.247708	657.933	1.06899e-13
0.247708	705.48	5.43896e-14
0.247708	756.463	2.75968e-14
0.247708	811.131	1.39684e-14
0.247708	869.749	7.05523e-15
0.247708	932.603	3.55683e-15
0.247708	1000	1.79021e-15
0.265609	1	0.000153305
0.265609	1.07227	0.00017662
0.265609	1.14976	0.000203615
0.265609	1.23285	0.000234946
0.265609	1.32194	0.00027143
0.265609	1.41747	0.000314107
0.265609	1.51991	0.000364342
0.265609	1.62975	0.000423974
0.265609	1.74753	0.000495566
0.265609	1.87382	0.000582794
0.265609	2.00923	0.000691088
0.265609	2.15443	0.00082859
0.265609	2.31013	0.00100987
0.265609	2.47708	0.00125123
0.265609	2.65609	0.00158248
0.265609	2.84804	0.00204514
0.265609	3.05386	0.00269682
0.265609	3.27455	0.00361163
0.265609	3.51119	0.00487476
0.265609	3.76494	0.00656651
0.265609	4.03702	0.00873339
0.265609	4.32876	0.0113476
0.265609	4.64159	0.0142678
0.265609	4.97702	0.0172216
0.265609	5.3367	0.0198335
0.265609	5.72237	0.0217048
0.265609	6.13591	0.0225246
0.265609	6.57933	0.0219536
0.265609	7.0548	0.0198199
0.265609	7.56463	0.0170006
0.265609	8.11131	0.0139186
0.265609	8.69749	0.0109418
0.265609	9.32603	0.00831029
0.265609	10	0.00612481
0.265609	10.7227	0.00438233
0.265609	11.4976	0.00302892
0.265609	12.3285	0.00200137
0.265609	13.2194	0.00124664
0.265609	14.1747	0.00072217
0.265609	15.1991	0.000388242
0.265609	16.2975	0.000202136
0.265609	17.4753	0.000118189
0.265609	18.7382	9.287e-05
0.265609	20.0923	9.12301e-05
0.265609	21.5443	9.10308e-05
0.265609	23.1013	8.28085e-05
0.265609	24.7708	6.6484e-05
0.265609	26.5609	4.65864e-05
0.265609	28.4804	2.81528e-05
0.265609	30.5386	1.43968e-05
0.265609	32.7455	6.15609e-06
0.265609	35.1119	2.49169e-06
0.265609	37.6494	1.68557e-06
0.265609	40.3702	2.09138e-06
0.265609	43.2876	2.59595e-06
0.265609	46.4159	2.70061e-06
0.265609	49.7702	2.36448e-06
0.265609	53.367	1.77307e-06
0.265609	57.2237	1.14706e-06
0.265609	61.3591	6.37907e-07
0.265609	65.7933	3.02999e-07
0.265609	70.548	1.28361e-07
0.265609	75.6463	6.57577e-08
0.265609	81.1131	6.31783e-08
0.265609	86.9749	8.12668e-08
0.265609	93.2603	9.7438e-08
0.265609	100	1.029e-07
0.265609	107.227	9.73711e-08
0.265609	114.976	8.43543e-08
0.265609	123.285	6.80264e-08
0.265609	132.194	5.16969e-08
0.265609	141.747	3.73645e-08
0.265609	151.991	2.58678e-08
0.265609	162.975	1.72524e-08
0.265609	174.753	1.11369e-08
0.265609	187.382	6.98563e-09
0.265609	200.923	4.2717e-09
0.265609	215.443	2.55371e-09
0.265609	231.013	1.49612e-09
0.265609	247.708	8.60804e-10
0.265609	265.609	4.8731e-10
0.265609	284.804	2.71894e-10
0.265609	305.386	1.49747e-10
0.265609	327.455	8.15223e-11
0.265609	351.119	4.39238e-11
0.265609	376.494	2.34488e-11
0.265609	403.702	1.24159e-11
0.265609	432.876	6.52632e-12
0.265609	464.159	3.40832e-12
0.265609	497.702	1.76974e-12
0.265609	533.67	9.14241e-13
0.265609	572.237	4.70156e-13
0.265609	613.591	2.40814e-13
0.265609	657.933	1.22908e-13
0.265609	705.48	6.25348e-14
0.265609	756.463	3.17296e-14
0.265609	811.131	1.60603e-14
0.265609	869.749	8.1118e-15
0.265609	932.603	4.08949e-15
0.265609	1000	2.0583e-15
0.284804	1	0.000176185
0.284804	1.07227	0.000202978
0.284804	1.14976	0.000234
0.284804	1.23285	0.000270004
0.284804	1.32194	0.000311927
0.284804	1.41747	0.000360967
0.284804	1.51991	0.000418687
0.284804	1.62975	0.0004872
0.284804	1.74753	0.00056945
0.284804	1.87382	0.000669653
0.284804	2.00923	0.000794043
0.284804	2.15443	0.000951966
0.284804	2.31013	0.00116015
0.284804	2.47708	0.0014373
0.284804	2.65609	0.00181766
0.284804	2.84804	0.00234891
0.284804	3.05386	0.00309725
0.284804	3.27455	0.00414786
0.284804	3.51119	0.00559872
0.284804	3.76494	0.00754228
0.284804	4.03702	0.0100322
0.284804	4.32876	0.013037
0.284804	4.64159	0.0163942
0.284804	4.97702	0.0197911
0.284804	5.3367	0.0227959
0.284804	5.72237	0.0249498
0.284804	6.13591	0.025895
0.284804	6.57933	0.0252419
0.284804	7.0548	0.0227905
0.284804	7.56463	0.0195497
0.284804	8.11131	0.0160063
0.284804	8.69749	0.0125833
0.284804	9.32603	0.00955722
0.284804	10	0.00704389
0.284804	10.7227	0.00503998
0.284804	11.4976	0.00348349
0.284804	12.3285	0.00230176
0.284804	13.2194	0.00143377
0.284804	14.1747	0.000830579
0.284804	15.1991	0.000446521
0.284804	16.2975	0.000232468
0.284804	17.4753	0.000135907
0.284804	18.7382	0.000106779
0.284804	20.0923	0.00010489
0.284804	21.5443	0.000104663
0.284804	23.1013	9.52122e-05
0.284804	24.7708	7.64446e-05
0.284804	26.5609	5.35672e-05
0.284804	28.4804	3.23721e-05
0.284804	30.5386	1.65548e-05
0.284804	32.7455	7.07898e-06
0.284804	35.1119	2.86517e-06
0.284804	37.6494	1.93804e-06
0.284804	40.3702	2.40454e-06
0.284804	43.2876	2.98469e-06
0.284804	46.4159	3.10506e-06
0.284804	49.7702	2.71863e-06
0.284804	53.367	2.03865e-06
0.284804	57.2237	1.31889e-06
0.284804	61.3591	7.33467e-07
0.284804	65.7933	3.48392e-07
0.284804	70.548	1.47592e-07
0.284804	75.6463	7.56076e-08
0.284804	81.1131	7.26397e-08
0.284804	86.9749	9.34365e-08
0.284804	93.2603	1.12029e-07
0.284804	100	1.1831e-07
0.284804	107.227	1.11953e-07
0.284804	114.976	9.69869e-08
0.284804	123.285	7.82139e-08
0.284804	132.194	5.94389e-08
0.284804	141.747	4.29601e-08
0.284804	151.991	2.97417e-08
0.284804	162.975	1.98361e-08
0.284804	174.753	1.28048e-08
0.284804	187.382	8.0318e-09
0.284804	200.923	4.91143e-09
0.284804	215.443	2.93615e-09
0.284804	231.013	1.72017e-09
0.284804	247.708	9.89717e-10
0.284804	265.609	5.60289e-10
0.284804	284.804	3.12613e-10
0.284804	305.386	1.72172e-10
0.284804	327.455	9.37309e-11
0.284804	351.119	5.05017e-11
0.284804	376.494	2.69605e-11
0.284804	403.702	1.42753e-11
0.284804	432.876	7.50369e-12
0.284804	464.159	3.91874e-12
0.284804	497.702	2.03478e-12
0.284804	533.67	1.05115e-12
0.284804	572.237	5.40566e-13
0.284804	613.591	2.76878e-13
0.284804	657.933	1.41315e-13
0.284804	705.48	7.18998e-14
0.284804	756.463	3.64814e-14
0.284804	811.131	1.84655e-14
0.284804	869.749	9.3266e-15
0.284804	932.603	4.70192e-15
0.284804	1000	2.36655e-15
0.305386	1	0.000202466
0.305386	1.07227	0.000233254
